file_path,brightness_score,image_width,image_height,resolution_ratio,entropy_score,person_area_ratio,food_area_ratio,text_area_ratio,num_text_boxes,scene_max,scene_topk_avg,object_max,object_topk_avg,gap_max,gap_avg,file_name
data\images_raw\1800MOOD_1.jpg,136.9856292517007,560.0,420.0,1.4,7.726543426513672,0.0,0.0,0.00554421768707483,1.0,0.24804198741912842,0.22939856350421906,0.17627114057540894,0.17127923667430878,0.07177084684371948,0.05811932682991028,1800MOOD_1
data\images_raw\1800MOOD_2.jpg,126.5696768707483,560.0,420.0,1.4,7.8106608390808105,0.0,0.0,0.0,0.0,0.26339972019195557,0.2572173774242401,0.19417011737823486,0.1880943924188614,0.0692296028137207,0.06912298500537872,1800MOOD_2
data\images_raw\1800MOOD_3.jpg,136.40082287071598,560.0,421.0,1.4033333333333333,7.744872570037842,0.0024431625381744148,0.0,0.0,0.0,0.2565508782863617,0.23876605927944183,0.17858603596687317,0.1674874871969223,0.07796484231948853,0.07127857208251953,1800MOOD_3
data\images_raw\1800MOOD_4.jpg,148.62444435018662,560.0,421.0,1.4033333333333333,7.535674095153809,0.0,0.0,0.04382422802850356,3.0,0.19252516329288483,0.17899787425994873,0.17504985630512238,0.16713517904281616,0.01747530698776245,0.011862695217132568,1800MOOD_4
data\images_raw\1800MOOD_5.jpg,137.24577357047235,560.0,747.0,1.8666666666666667,7.2737274169921875,0.0,0.019826926754637597,0.0514916810097533,9.0,0.21044418215751648,0.2002827674150467,0.18773743510246277,0.17870117723941803,0.02270674705505371,0.021581590175628662,1800MOOD_5
data\images_raw\1800MOOD_6.jpg,92.31900237529692,560.0,421.0,1.4033333333333333,7.365038871765137,0.0,0.0,0.051111299626739055,3.0,0.22284924983978271,0.21244625747203827,0.18921782076358795,0.1822429746389389,0.03363142907619476,0.030203282833099365,1800MOOD_6
data\images_raw\1층마카롱_1.jpg,155.5572384777204,560.0,747.0,1.8666666666666667,7.315526962280273,0.0,0.0,0.0,0.0,0.22549207508563995,0.2121877670288086,0.21513664722442627,0.19421201944351196,0.010355427861213684,0.01797574758529663,1층마카롱_1
data\images_raw\1층마카롱_2.jpg,159.96518215720022,560.0,747.0,1.8666666666666667,7.414746284484863,0.0,0.0,0.022270032510996365,5.0,0.2459629327058792,0.22751116752624512,0.2070263922214508,0.20224089920520782,0.038936540484428406,0.025270268321037292,1층마카롱_2
data\images_raw\1층마카롱_3.jpg,135.88789921591126,560.0,747.0,1.8666666666666667,7.702758312225342,0.0,0.0,0.0625669344042838,8.0,0.21013616025447845,0.2037254124879837,0.19499468803405762,0.18060217797756195,0.015141472220420837,0.023123234510421753,1층마카롱_3
data\images_raw\1층마카롱_4.jpg,145.3036503155479,560.0,747.0,1.8666666666666667,7.732680797576904,0.0,0.0,0.04921591126410404,6.0,0.2281339019536972,0.2133166342973709,0.21813824772834778,0.20607252418994904,0.009995654225349426,0.007244110107421875,1층마카롱_4
